title,year,doi,tags,phase,screening_status,excl_reasons
Agricultural Producers' Willingness to Pay for Real-Time Mesoscale Weather Information,1995,https://www.jstor.org/stable/40987744,{},soc ben repo,included,NA
Cooperation In Earth Observation Missions In Africa: A Role For Afrigeoss,NA,10.1007/s10708-017-9840-5,{},classifier round 2,included,NA
Design And Simulation In Sar Satellites' Task Planning System Using Genetic Algorithm With Entropy Operator,NA,10.1108/aeat-11-2020-0247,{},classifier round 2,included,NA
Conceptual Case For Assimilating Interferometric Synthetic Aperture Radar Data Into The Hazus-Mh Earthquake Module,NA,10.1109/tgrs.2007.895848,{},classifier round 2a,included,NA
Connecting Local To Global: Geographic Information Systems And Ecological Footprints As Tools For Sustainability,NA,10.1080/00330120903404892,"{""is this ESI?"",interconnections}",classifier round 2b,included,NA
Agricultural Value of ENSO Information under Alternative Phase Definition,2002,https://doi.org/10.1023/A:1016160218221,{},soc ben repo,included,NA
Compliance With European Union Environmental Law: An Analysis Of Digitalization Effects On Institutional Capacities,NA,10.1002/eet.1877,{},classifier round 2a,included,NA
Using willingness‐to‐pay to assess the economic value of weather forecasts for multiple commercial sectors,2003,https://doi.org/10.1017/S1350482703005048,{},soc ben repo,included,NA
Geocolor: A Blending Technique For Satellite Imagery,NA,10.1175/jtech-d-19-0134.1,{},classifier round 2a,included,NA
Rapid Estimation Of Canopy Nitrogen Of Cereal Crops At Paddock Scale Using A Canopy Chlorophyll Content Index,NA,10.1016/j.fcr.2012.06.003,"{""probably not""}",classifier round 1,included,NA
Mesoscale Modeling Of Runoff And Water Balances Using Remote-Sensing And Other Gis Data,NA,10.1080/02626669409492729,{},classifier round 2b,included,NA
Evaluation Of A New Practical Low-Cost Method For Prioritising The Remediation Of Fish Passage Barriers In Resource-Deficient Settings,NA,10.1016/j.ecoleng.2023.107024,{},classifier round 2b,included,NA
Mesoscale Convective Systems Monitoring On The Basis Of Msg Data - Case Studies,NA,10.1515/arsa-2015-0007,{maybe},classifier round 1,included,NA
Posterior Cramer Rao Bounds For Cooperative Localization In Low-Cost Uav Swarms,NA,10.1007/s12524-018-0899-3,{},classifier round 2b,included,NA
An assessment of the value of seasonal forecasting technology for Western Australian farmers,2001,https://doi.org/10.1016/S0308-521X(01)00012-9,{},soc ben repo,included,NA
Assessing The Performance Of A Large-Scale Irrigation System By Estimations Of Actual Evapotranspiration Obtained By Landsat Satellite Images Resampled With Cubic Convolution,NA,10.1016/j.jag.2018.10.016,{},classifier round 2b,included,NA
Uav-Based Smart Environmental Monitoring,NA,10.4018/978-1-7998-1851-9.ch016,{},classifier round 2,included,NA
Propagation Of Positional Measurement Errors To Agricultural Field Boundaries And Associated Costs,NA,10.1016/j.compag.2008.03.005,{},classifier round 2b,included,NA
Exploring The Potential Of Google Earth As A Communication And Engagement Tool In Collaborative Natural Flood Management Planning,NA,10.1111/geoj.12323,{},classifier round 2a,included,NA
Unmanned Aircraft In Nature Conservation: An Example From Plant Invasions,NA,10.1080/01431161.2016.1275059,{},classifier round 2a,included,NA
Landscape Design As A Tool To Reduce Soil Salinization: The Study Case Of Keriya Oasis (Nw China),2019,10.3390/su11092578,"{""stakeholder opinion"",maybe}",classifier round 1,included,NA
The Value of Near Real-Time Earth Observations for Improved Flood Disaster Response,2019,https://doi.org/10.3389/fenvs.2019.00127,"{""in benchmarks?""}",soc ben repo,included,NA
Biophysical Characterization Of Protected Areas Globally Through Optimized Image Segmentation And Classification,NA,10.3390/rs8090780,{},classifier round 2a,included,NA
Evaluation Of Multiple Satellite-Based Soil Moisture Products Over Continental Us Based On In Situ Measurements,NA,10.1007/s11269-018-1989-2,{},classifier round 2b,included,NA
Sharing Environmental Data Through Geoss,NA,10.4018/jagr.2011010101,{},classifier round 2a,included,NA
The Value of Ocean Surface Wind Information for Maritime Commerce,2011,https://doi.org/10.4031/MTSJ.45.1.13,{},soc ben repo,included,NA
"Earth Observation For Citizen Science Validation, Or Citizen Science For Earth Observation Validation? The Role Of Quality Assurance Of Volunteered Observations",NA,10.3390/data2040035,"{""prob not""}",classifier round 2a,included,NA
The socio-economic value of scientific publications: The case of Earth Observation satellites,2020,https://doi.org/10.1016/j.techfore.2022.121730,{},soc ben repo,included,NA
Next Generation Satellite Rgb Dust Imagery Leads To Operational Changes At Nws Albuquerque,NA,10.15191/nwajom.2016.0406,{},classifier round 2b,included,NA
Initial Skill Assessment Of The California Harmful Algae Risk Mapping (C-Harm) System,NA,10.1016/j.hal.2016.08.006,{},classifier round 2b,included,NA
A Focus Group Study Of Factors That Promote And Constrain The Use Of Satellite-Derived Fire Products By Resource Managers In Southern Africa,NA,10.1016/j.jenvman.2005.12.008,{},classifier round 2b,included,NA
Value of Enso-Forecasted Drought Information for the Management of Water Resources of Small to Mid-Size Communities,2016,https://doi.org/10.13031/trans.59.11589,{},soc ben repo,included,NA
Satellite Data For The Offshore Renewable Energy Sector: Synergies And Innovation Opportunities,NA,10.1016/j.rse.2021.112588,"{""probably not""}",classifier round 2,included,NA
"Interactive Model for Assessing Mangrove Health, Ecosystem Services, Policy Consequences, and Satellite Design in Rio de Janeiro Using Earth Observation Data",2020,https://hdl.handle.net/1721.1/129598,{maybe},soc ben repo,included,NA
Pollution Monitoring: Optimal Design Of Inspection - An Economic Analysis Of The Use Of Satellite Information To Deter Oil Pollution,NA,10.1006/jeem.1999.1072,{},classifier round 2a,included,NA
Pricing Of Satellite Image Data Products: Neutrosophic Fuzzy Pricing Approaches Under Different Game Scenarios,NA,10.1016/j.asoc.2021.107106,{},classifier round 2b,included,NA
Remote Sensing Inversion Of Soil Nutrient On Farmland In Huangshui River Basin Based On Xgboost Model,NA,10.12118/j.issn.1000-6060.2023.034,{},classifier round 2b,included,NA
Evaluation Of Images Obtained With The Micasense Sensor To Estimate Bathymetry In Optically Shallow Water,NA,10.14393/rbcv73n2-55439,{},classifier round 2b,included,NA
Precision Agriculture,NA,10.1016/b978-0-12-394437-5.00203-5,{},classifier round 2b,included,NA
Retrieval Of Water Quality Parameters From Hyperspectral Images Using Hybrid Bayesian Probabilistic Neural Network,NA,10.3390/rs12101567,{},classifier round 2b,included,NA
Tropical Africa's First Testbed For High-Impact Weather Forecasting And Nowcasting,NA,10.1175/bams-d-21-0156.1,{},classifier round 2b,included,NA
A Study Of Autonomous Small Satellite Constellations For Disaster Management And Deep Space Strategy,NA,10.3390/rs14236148,{},classifier round 2a,included,NA
"When Digital Technology Innovation Enhances Indigenous Peoples' E-Participation In Climate Change Resilience-Building: Perspectives Under The ""E-Gis Smart, Inclusive, And, Climate-Resilient Indigenous Peoples Landscape And Community Clearing-House Mechanism Solution""",NA,10.1080/09640568.2022.2078690,{},classifier round 2a,included,NA
Crop Dominance Mapping With Irs-P6 And Modis 250-M Time Series Data,NA,10.3390/agriculture4020113,{},classifier round 1,included,NA
Solutions From Space? A Dynamic Capabilities Perspective On The Growing Use Of Satellite Technology For Managing Sustainability In Multi-Tier Supply Chains,NA,10.1016/j.ijpe.2023.108864,{},classifier round 2b,included,NA
Modis Provides A Satellite Focus On Operation Iraqi Freedom,NA,10.1080/01431160500383772,{},classifier round 2,included,NA
Measuring And Monitoring Restored Ecosystems: Can Remote Sensing Be Applied To The Ecological Recovery Wheel To Inform Restoration Success?,NA,10.1111/rec.13724,{},classifier round 2,included,NA
Automatic Parameter Optimization For Support Vector Regression For Land And Sea Surface Temperature Estimation From Remote Sensing Data,2009,10.1109/tgrs.2008.2005993,"{maybe,""reduced comp time"",algorithm}",sample 1000,included,NA
The not-so-marginal value of weather warning systems,2018,https://doi.org/10.1175/WCAS-D-16-0093.1,{},soc ben repo,included,NA
Valuing The Potential Impacts Of Geoss: A Systems Dynamics Approach,NA,10.1007/978-94-007-4839-2_4,{},classifier round 2,included,NA
Heterogeneity Characteristics Of An Inland Wetland Environment Through Spatio-Spectral Analysis,2008,10.5589/m08-028,{},classifier round 2b,included,NA
A Maritime Emission Control Area For The Mediterranean Sea? Technological Solutions And Policy Options For A 'Med Eca',NA,10.1007/s41207-020-00155-1,{},classifier round 2b,included,NA
Land Use Change And Environmental Sustainability: The Case Of Lagos Metropolis,2011,10.2495/sc120141,{},sample 1000,included,NA
"Characterizing Off-Highway Road Use With Remote-Sensing, Social Media And Crowd-Sourced Data: An Application To Grizzly Bear (Ursus Arctos) Habitat",2021,10.3390/rs13132547,{maybe},sample 1000,included,NA
Position paper: evaluation methods and techniques,2014,https://www.geovalue.org/wp-content/uploads/2013/05/Background-Position-paper-Smart1.pdf,{},soc ben repo,included,NA
Operational Evaluation Of A Wildfire Air Quality Model From A Forecaster Point Of View,NA,10.1175/waf-d-21-0064.1,"{""is WFAQM ESI?""}",classifier round 2a,included,NA
Cost Benefit Analysis Of Survey Methods For Assessing Intertidal Sediment Disturbance: A Bait Collection Case Study,NA,10.1016/j.jenvman.2021.114386,{},classifier round 2b,included,NA
Enhancing the standardized drought vulnerability index by integrating spatiotemporal information from satellite and in situ data,2019,https://doi.org/10.1016/j.jhydrol.2018.11.058,{},soc ben repo,included,NA
Remote Sensing Agricultural Crop Type For Sustainable Development In South Africa,NA,10.1080/10106040608542378,{},classifier round 1,included,NA
Mapping Open Data And Big Data To Address Climate Resilience Of Urban Informal Settlements In Sub-Saharan Africa,NA,10.3390/cli10120186,{},classifier round 2a,included,NA
Precision Farming: Technologies And Information As Risk-Reduction Tools,NA,10.1021/bk-1999-0734.ch008,{},classifier round 2a,included,NA
The Efficacy Of Tm Satellite Imagery For Rapid Assessment Of Chihuahuan Xeric Habitat Intactness For Ecoregion-Scale Conservation Planning,NA,10.1006/jare.2001.0984,{},classifier round 2,included,NA
Portability Of Semantic And Spatial-Temporal Machine Learning Methods To Analyse Social Media For Near-Real-Time Disaster Monitoring,2021,10.1007/s11069-021-04808-4,{},sample 1000,included,NA
Benefits of the free and open Landsat data policy,2019,https://doi.org/10.1016/j.rse.2019.02.016,{maybe},soc ben repo,included,NA
"Assessing The Influence Of Land-Cover Change And Conflicting Land-Use Authorizations On Ecosystem Conversion On The Forest Frontier Of Madre De Dios, Peru",2014,10.1016/j.biocon.2014.01.036,{},sample 1000,included,NA
Sar And Lidar Temporal Data Fusion Approaches To Boreal Wetland Ecosystem Monitoring,2019,10.3390/rs11020161,{maybe?},classifier round 1,included,NA
Citizen Science For Earth Observation (Citzens4eo): Understanding Current Use In The Uk,NA,10.1080/01431161.2022.2076574,"{""citizen science in EO""}",classifier round 2b,included,NA
Consistent Long-Term Monthly Coastal Wetland Vegetation Monitoring Using A Virtual Satellite Constellation,NA,10.3390/rs13030438,{},classifier round 2b,included,NA
Application Of High-Resolution Stereo Satellite Images To Detailed Landslide Hazard Assessment,2006,10.1016/j.geomorph.2005.10.001,{},sample 1000,included,NA
A Scalable Earth Observations-Based Decision Support System for Hydropower Planning in Africa,2021,https://doi.org/10.1111/1752-1688.12914,{maybe},soc ben repo,included,NA
Global Multi-Scale Grid Integer Coding And Spatial Indexing: A Novel Approach For Big Earth Observation Data,2020,10.1016/j.isprsjprs.2020.03.010,{},sample 1000,included,NA
High-Precision Gnss For Agricultural Operations,NA,10.1016/b978-0-12-818617-6.00017-2,{},classifier round 2b,included,NA
Economic Losses Caused By Tree Species Proportions And Site Type Errors In Forest Management Planning,NA,10.14214/sf.10089,{},classifier round 2b,included,NA
Assessment Of The Benefits Of Environmental Remote Sensing,1975,NA,"{old,cco}",early,included,NA
Using Landsat Satellite Data To Support Pesticide Exposure Assessment In California,NA,10.1186/1476-072x-9-46,{},classifier round 2,included,NA
Satellite-Based Et Mapping To Assess Variation In Et With Timing Of Crop Development,NA,10.1016/j.agwat.2006.08.010,{},classifier round 2a,included,NA
Examining The Value Of Satellite Data In Halting Transmission Of Polio In Nigeria: A Socioeconomic Analysis,NA,10.1017/dap.2023.12,{},classifier round 2a,included,NA
Translating Marine Animal Tracking Data Into Conservation Policy And Management,NA,10.1016/j.tree.2019.01.009,{},classifier round 2,included,NA
Earth observation and the public good,2011,http://doi:10.1016/j.spacepol.2011.09.010,{},soc ben repo,included,NA
Monitoring Canopy Quality And Improving Equitable Outcomes Of Urban Tree Planting Using Lidar And Machine Learning,2023,10.1016/j.ufug.2023.128115,{},classifier round 1,included,NA
Hyperspectral Sensors And Application In Forestry,NA,10.5552/nms.2019.7,{},classifier round 2b,included,NA
Remote Sensing And Site-Specific Weed Management,NA,10.1890/1540-9295(2005)003[0526:rsaswm]2.0.co;2,{},classifier round 2a,included,NA
Probabilistic Seasonal Dengue Forecasting In Vietnam: A Modelling Study Using Superensembles,NA,10.1371/journal.pmed.1003542,{},classifier round 2b,included,NA
